User:
anma2640
Hostname:
bhpc-c7-u31-5.rc.int.colorado.edu
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                36
On-line CPU(s) list:   0-35
Thread(s) per core:    1
Core(s) per socket:    18
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 85
Model name:            Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz
Stepping:              7
CPU MHz:               3100.000
Computation started at:
Thu Jan 13 04:40:29 MST 2022
git commit: 907a9246ad6cc900389a686f74cb0f6d9b5ba2c5, branch: dqmc, compiled at: Tue Jan 4 18:32:55 MST 2022

nproc used: 36 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "10"
    },
    "wavefunction": {
        "right": "rhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "10"
    },
    "sampling": {
        "seed": "559128",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "400"
    }
}

Number of orbitals:  50, nalpha:  5, nbeta:  5
Rankwise number of excitations 1 0 9 0 0 0 0 0 0 0
Number of determinants 10

Initial state energy:  (-4.9073408,0)
Number of Cholesky vectors: 260
Using truncated Cholesky with 130 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-4.908864,0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
    22     5.500e+00       -5.07473e+00     8.97518e+02      -5.177191498e+00               -                4.04e+01 
    23     5.750e+00       -5.08644e+00     8.97832e+02      -5.180829336e+00               -                4.22e+01 
    24     6.000e+00       -5.08040e+00     8.97353e+02      -5.174686753e+00               -                4.40e+01 
    25     6.250e+00       -5.08365e+00     8.97340e+02      -5.174562073e+00               -                4.58e+01 
    26     6.500e+00       -5.04666e+00     8.95540e+02      -5.168207106e+00               -                4.76e+01 
    27     6.750e+00       -5.08062e+00     8.96963e+02      -5.162770195e+00               -                4.94e+01 
    28     7.000e+00       -5.07577e+00     8.96680e+02      -5.171464946e+00               -                5.12e+01 
    29     7.250e+00       -5.08028e+00     8.96785e+02      -5.173032607e+00               -                5.31e+01 
    30     7.500e+00       -5.08659e+00     8.96973e+02      -5.180957618e+00               -                5.49e+01 
    31     7.750e+00       -5.07682e+00     8.96414e+02      -5.173390475e+00               -                5.67e+01 
    32     8.000e+00       -5.08568e+00     8.96736e+02      -5.181541662e+00               -                5.85e+01 
    33     8.250e+00       -5.08150e+00     8.96444e+02      -5.181305945e+00               -                6.03e+01 
    34     8.500e+00       -5.05811e+00     8.95304e+02      -5.176871587e+00               -                6.22e+01 
    35     8.750e+00       -5.05177e+00     8.94957e+02      -5.187528755e+00               -                6.41e+01 
    36     9.000e+00       -5.07899e+00     8.96072e+02      -5.178069659e+00               -                6.59e+01 
    37     9.250e+00       -5.05500e+00     8.94946e+02      -5.171838760e+00               -                6.77e+01 
    38     9.500e+00       -5.09356e+00     8.96653e+02      -5.176054481e+00               -                6.95e+01 
    39     9.750e+00       -5.05953e+00     8.95094e+02      -5.171070941e+00               -                7.13e+01 
    40     1.000e+01       -5.05050e+00     8.94680e+02      -5.168440979e+00        -5.168440979e+00        7.31e+01 
    41     1.025e+01       -5.06204e+00     8.95199e+02      -5.169595164e+00        -5.169018239e+00        7.49e+01 
    42     1.050e+01       -5.06326e+00     8.95251e+02      -5.173747843e+00        -5.170595140e+00        7.67e+01 
    43     1.075e+01       -5.07523e+00     8.95766e+02      -5.176905367e+00        -5.172173652e+00        7.86e+01 
    44     1.100e+01       -5.06072e+00     8.95083e+02      -5.169706373e+00        -5.171680258e+00        8.05e+01 
    45     1.125e+01       -5.05610e+00     8.94879e+02      -5.190383740e+00        -5.174796587e+00        8.25e+01 
    46     1.150e+01       -5.04006e+00     8.94072e+02      -5.181131223e+00        -5.175700606e+00        8.44e+01 
    47     1.175e+01       -5.09751e+00     8.96604e+02      -5.189062256e+00        -5.177373447e+00        8.64e+01 
    48     1.200e+01       -5.08663e+00     8.96045e+02      -5.194610010e+00        -5.179290243e+00        8.83e+01 
    49     1.225e+01       -5.08470e+00     8.95869e+02      -5.196451307e+00        -5.181007355e+00        9.03e+01 
    50     1.250e+01       -5.07646e+00     8.95412e+02      -5.184638925e+00        -5.181337520e+00        9.22e+01 
    51     1.275e+01       -5.06164e+00     8.94722e+02      -5.176948883e+00        -5.180972036e+00        9.42e+01 
    52     1.300e+01       -5.05494e+00     8.94432e+02      -5.167069258e+00        -5.179903546e+00        9.61e+01 
    53     1.325e+01       -5.06671e+00     8.95013e+02      -5.168324966e+00        -5.179076693e+00        9.80e+01 
    54     1.350e+01       -5.04860e+00     8.94245e+02      -5.170001269e+00        -5.178472277e+00        1.00e+02 
    55     1.375e+01       -5.05853e+00     8.94720e+02      -5.167574373e+00        -5.177791466e+00        1.02e+02 
    56     1.400e+01       -5.08268e+00     8.95840e+02      -5.172505630e+00        -5.177480300e+00        1.04e+02 
    57     1.425e+01       -5.08472e+00     8.95944e+02      -5.182325260e+00        -5.177749685e+00        1.06e+02 
    58     1.450e+01       -5.06838e+00     8.95180e+02      -5.182634601e+00        -5.178006778e+00        1.08e+02 
    59     1.475e+01       -5.06735e+00     8.95103e+02      -5.178921405e+00        -5.178052504e+00        1.10e+02 
    60     1.500e+01       -5.07186e+00     8.95294e+02      -5.172357243e+00        -5.177781275e+00        1.12e+02 
    61     1.525e+01       -5.07550e+00     8.95476e+02      -5.168449971e+00        -5.177357003e+00        1.14e+02 
    62     1.550e+01       -5.04979e+00     8.94361e+02      -5.162386573e+00        -5.176706712e+00        1.16e+02 
    63     1.575e+01       -5.05148e+00     8.94495e+02      -5.164104418e+00        -5.176182002e+00        1.18e+02 
    64     1.600e+01       -5.05931e+00     8.94891e+02      -5.166386497e+00        -5.175790293e+00        1.19e+02 
    65     1.625e+01       -5.08625e+00     8.96127e+02      -5.181594704e+00        -5.176013775e+00        1.21e+02 
    66     1.650e+01       -5.09326e+00     8.96401e+02      -5.189374082e+00        -5.176509251e+00        1.23e+02 
    67     1.675e+01       -5.06867e+00     8.95228e+02      -5.181136213e+00        -5.176674500e+00        1.25e+02 
    68     1.700e+01       -5.04860e+00     8.94302e+02      -5.170709618e+00        -5.176469019e+00        1.27e+02 
    69     1.725e+01       -5.07895e+00     8.95683e+02      -5.170118002e+00        -5.176257207e+00        1.29e+02 
    70     1.750e+01       -5.07390e+00     8.95479e+02      -5.162693832e+00        -5.175819552e+00        1.30e+02 
    71     1.775e+01       -5.07392e+00     8.95533e+02      -5.167922227e+00        -5.175572677e+00        1.32e+02 
    72     1.800e+01       -5.04613e+00     8.94314e+02      -5.161903905e+00        -5.175158882e+00        1.34e+02 
    73     1.825e+01       -5.06424e+00     8.95173e+02      -5.159389683e+00        -5.174695096e+00        1.36e+02 
    74     1.850e+01       -5.04569e+00     8.94399e+02      -5.160937786e+00        -5.174302372e+00        1.38e+02 
    75     1.875e+01       -5.03453e+00     8.93943e+02      -5.162022793e+00        -5.173961730e+00        1.39e+02 
    76     1.900e+01       -5.06650e+00     8.95407e+02      -5.173897375e+00        -5.173959990e+00        1.41e+02 
    77     1.925e+01       -5.07594e+00     8.95807e+02      -5.163883025e+00        -5.173694617e+00        1.43e+02 
    78     1.950e+01       -5.04180e+00     8.94304e+02      -5.168354454e+00        -5.173557819e+00        1.45e+02 
    79     1.975e+01       -5.04999e+00     8.94672e+02      -5.173146190e+00        -5.173547533e+00        1.47e+02 
    80     2.000e+01       -5.06915e+00     8.95510e+02      -5.172331479e+00        -5.173517861e+00        1.49e+02 
    81     2.025e+01       -5.06673e+00     8.95387e+02      -5.173363636e+00        -5.173514188e+00        1.51e+02 
    82     2.050e+01       -5.06358e+00     8.95229e+02      -5.160650069e+00        -5.173214996e+00        1.53e+02 
    83     2.075e+01       -5.05976e+00     8.95099e+02      -5.164650112e+00        -5.173020351e+00        1.55e+02 
    84     2.100e+01       -5.05330e+00     8.94829e+02      -5.173131240e+00        -5.173022814e+00        1.57e+02 
    85     2.125e+01       -5.05542e+00     8.94904e+02      -5.171002900e+00        -5.172978914e+00        1.59e+02 
    86     2.150e+01       -5.06383e+00     8.95271e+02      -5.173396471e+00        -5.172987800e+00        1.60e+02 
    87     2.175e+01       -5.08110e+00     8.96026e+02      -5.178274055e+00        -5.173098037e+00        1.62e+02 
    88     2.200e+01       -5.08096e+00     8.95981e+02      -5.174750930e+00        -5.173131800e+00        1.64e+02 
    89     2.225e+01       -5.04639e+00     8.94414e+02      -5.168966904e+00        -5.173048571e+00        1.66e+02 
    90     2.250e+01       -5.06997e+00     8.95478e+02      -5.159552780e+00        -5.172783856e+00        1.68e+02 
    91     2.275e+01       -5.04570e+00     8.94442e+02      -5.156150422e+00        -5.172464236e+00        1.70e+02 
    92     2.300e+01       -5.04655e+00     8.94540e+02      -5.172383499e+00        -5.172462714e+00        1.72e+02 
    93     2.325e+01       -5.06187e+00     8.95207e+02      -5.168933802e+00        -5.172397359e+00        1.74e+02 
    94     2.350e+01       -5.06471e+00     8.95333e+02      -5.171898054e+00        -5.172388278e+00        1.76e+02 
    95     2.375e+01       -5.06409e+00     8.95291e+02      -5.168686879e+00        -5.172322171e+00        1.78e+02 
    96     2.400e+01       -5.06477e+00     8.95323e+02      -5.170554589e+00        -5.172291155e+00        1.80e+02 
    97     2.425e+01       -5.05319e+00     8.94798e+02      -5.167619072e+00        -5.172210633e+00        1.82e+02 
    98     2.450e+01       -5.04813e+00     8.94578e+02      -5.163901822e+00        -5.172069894e+00        1.84e+02 
    99     2.475e+01       -5.06213e+00     8.95227e+02      -5.178040384e+00        -5.172169412e+00        1.86e+02 
   100     2.500e+01       -5.07075e+00     8.95570e+02      -5.175309774e+00        -5.172220918e+00        1.87e+02 
   101     2.525e+01       -5.06375e+00     8.95230e+02      -5.176987970e+00        -5.172297813e+00        1.89e+02 
   102     2.550e+01       -5.06472e+00     8.95243e+02      -5.173694880e+00        -5.172319991e+00        1.91e+02 
   103     2.575e+01       -5.09895e+00     8.96763e+02      -5.188362230e+00        -5.172571096e+00        1.93e+02 
   104     2.600e+01       -5.07118e+00     8.95441e+02      -5.175513640e+00        -5.172616380e+00        1.95e+02 
   105     2.625e+01       -5.07426e+00     8.95566e+02      -5.166801586e+00        -5.172528239e+00        1.97e+02 
   106     2.650e+01       -5.07830e+00     8.95775e+02      -5.177402046e+00        -5.172601030e+00        1.99e+02 
   107     2.675e+01       -5.06945e+00     8.95357e+02      -5.175579459e+00        -5.172644838e+00        2.01e+02 
   108     2.700e+01       -5.08132e+00     8.95876e+02      -5.179183798e+00        -5.172739677e+00        2.03e+02 
   109     2.725e+01       -5.06608e+00     8.95167e+02      -5.167989239e+00        -5.172671816e+00        2.05e+02 
   110     2.750e+01       -5.06599e+00     8.95189e+02      -5.169009550e+00        -5.172620236e+00        2.07e+02 
   111     2.775e+01       -5.07447e+00     8.95587e+02      -5.162505063e+00        -5.172479688e+00        2.09e+02 
   112     2.800e+01       -5.08857e+00     8.96265e+02      -5.169957073e+00        -5.172445091e+00        2.10e+02 
   113     2.825e+01       -5.09015e+00     8.96343e+02      -5.177784855e+00        -5.172517339e+00        2.12e+02 
   114     2.850e+01       -5.06727e+00     8.95291e+02      -5.174522382e+00        -5.172544075e+00        2.14e+02 
   115     2.875e+01       -5.07782e+00     8.95753e+02      -5.178266429e+00        -5.172619412e+00        2.16e+02 
   116     2.900e+01       -5.09097e+00     8.96316e+02      -5.178337393e+00        -5.172693759e+00        2.18e+02 
   117     2.925e+01       -5.06512e+00     8.95134e+02      -5.181830307e+00        -5.172810878e+00        2.20e+02 
   118     2.950e+01       -5.06600e+00     8.95136e+02      -5.188057605e+00        -5.173003849e+00        2.22e+02 
   119     2.975e+01       -5.06929e+00     8.95223e+02      -5.177926057e+00        -5.173065374e+00        2.24e+02 
   120     3.000e+01       -5.07352e+00     8.95402e+02      -5.169752044e+00        -5.173024462e+00        2.26e+02 
   121     3.025e+01       -5.05405e+00     8.94559e+02      -5.176124924e+00        -5.173062244e+00        2.28e+02 
   122     3.050e+01       -5.05858e+00     8.94758e+02      -5.169315788e+00        -5.173017130e+00        2.29e+02 
   123     3.075e+01       -5.07132e+00     8.95355e+02      -5.179855905e+00        -5.173098554e+00        2.31e+02 
   124     3.100e+01       -5.07940e+00     8.95694e+02      -5.181914309e+00        -5.173202320e+00        2.33e+02 
   125     3.125e+01       -5.07033e+00     8.95259e+02      -5.191221750e+00        -5.173411851e+00        2.35e+02 
   126     3.150e+01       -5.07795e+00     8.95532e+02      -5.187176344e+00        -5.173570113e+00        2.37e+02 
   127     3.175e+01       -5.06509e+00     8.94912e+02      -5.175835904e+00        -5.173595851e+00        2.39e+02 
   128     3.200e+01       -5.05786e+00     8.94601e+02      -5.172152442e+00        -5.173579644e+00        2.41e+02 
   129     3.225e+01       -5.05805e+00     8.94637e+02      -5.179115650e+00        -5.173641114e+00        2.43e+02 
   130     3.250e+01       -5.06783e+00     8.95067e+02      -5.184088167e+00        -5.173755896e+00        2.45e+02 
   131     3.275e+01       -5.05134e+00     8.94301e+02      -5.181416146e+00        -5.173839074e+00        2.47e+02 
   132     3.300e+01       -5.08672e+00     8.95871e+02      -5.189353128e+00        -5.174006011e+00        2.48e+02 
   133     3.325e+01       -5.06759e+00     8.94967e+02      -5.179974096e+00        -5.174069483e+00        2.50e+02 
   134     3.350e+01       -5.06061e+00     8.94654e+02      -5.190585774e+00        -5.174243228e+00        2.52e+02 
   135     3.375e+01       -5.08243e+00     8.95582e+02      -5.183377138e+00        -5.174338411e+00        2.54e+02 
   136     3.400e+01       -5.08056e+00     8.95487e+02      -5.183655145e+00        -5.174434488e+00        2.56e+02 
   137     3.425e+01       -5.05670e+00     8.94407e+02      -5.189991091e+00        -5.174593084e+00        2.58e+02 
   138     3.450e+01       -5.09146e+00     8.95925e+02      -5.192315033e+00        -5.174772234e+00        2.60e+02 
   139     3.475e+01       -5.07862e+00     8.95305e+02      -5.188887283e+00        -5.174913396e+00        2.62e+02 
   140     3.500e+01       -5.06924e+00     8.94859e+02      -5.181758054e+00        -5.174981138e+00        2.63e+02 
   141     3.525e+01       -5.08776e+00     8.95698e+02      -5.183342561e+00        -5.175063156e+00        2.65e+02 
   142     3.550e+01       -5.07046e+00     8.94924e+02      -5.188988901e+00        -5.175198312e+00        2.67e+02 
   143     3.575e+01       -5.08158e+00     8.95398e+02      -5.186179024e+00        -5.175303915e+00        2.69e+02 
   144     3.600e+01       -5.07248e+00     8.94981e+02      -5.190404466e+00        -5.175447691e+00        2.71e+02 
   145     3.625e+01       -5.06601e+00     8.94664e+02      -5.183316031e+00        -5.175521875e+00        2.73e+02 
   146     3.650e+01       -5.07055e+00     8.94875e+02      -5.184859231e+00        -5.175609107e+00        2.75e+02 
   147     3.675e+01       -5.08865e+00     8.95685e+02      -5.186183738e+00        -5.175707071e+00        2.77e+02 
   148     3.700e+01       -5.08095e+00     8.95334e+02      -5.175196550e+00        -5.175702386e+00        2.78e+02 
   149     3.725e+01       -5.06741e+00     8.94771e+02      -5.171914701e+00        -5.175667970e+00        2.80e+02 
   150     3.750e+01       -5.06266e+00     8.94613e+02      -5.174286175e+00        -5.175655530e+00        2.82e+02 
   151     3.775e+01       -5.03597e+00     8.93457e+02      -5.177986439e+00        -5.175676301e+00        2.84e+02 
   152     3.800e+01       -5.04622e+00     8.93933e+02      -5.166271172e+00        -5.175593186e+00        2.86e+02 
   153     3.825e+01       -5.06523e+00     8.94851e+02      -5.165829799e+00        -5.175507574e+00        2.88e+02 
   154     3.850e+01       -5.03959e+00     8.93768e+02      -5.164475249e+00        -5.175411791e+00        2.90e+02 
   155     3.875e+01       -5.04223e+00     8.93949e+02      -5.159211788e+00        -5.175272325e+00        2.91e+02 
   156     3.900e+01       -5.04243e+00     8.94038e+02      -5.167611474e+00        -5.175206929e+00        2.93e+02 
   157     3.925e+01       -5.04880e+00     8.94357e+02      -5.165774314e+00        -5.175127061e+00        2.95e+02 
   158     3.950e+01       -5.05674e+00     8.94752e+02      -5.168970187e+00        -5.175075345e+00        2.97e+02 
   159     3.975e+01       -5.06284e+00     8.95046e+02      -5.168767071e+00        -5.175022782e+00        2.98e+02 
   160     4.000e+01       -5.06069e+00     8.94970e+02      -5.170386946e+00        -5.174984476e+00        3.00e+02 
   161     4.025e+01       -5.06239e+00     8.95057e+02      -5.165509444e+00        -5.174906819e+00        3.02e+02 
   162     4.050e+01       -5.06318e+00     8.95123e+02      -5.172283574e+00        -5.174885492e+00        3.04e+02 
   163     4.075e+01       -5.04795e+00     8.94440e+02      -5.183866386e+00        -5.174957863e+00        3.06e+02 
   164     4.100e+01       -5.08392e+00     8.95997e+02      -5.174122305e+00        -5.174951172e+00        3.07e+02 
   165     4.125e+01       -5.06530e+00     8.95158e+02      -5.169387485e+00        -5.174907015e+00        3.09e+02 
   166     4.150e+01       -5.07882e+00     8.95781e+02      -5.170522274e+00        -5.174872465e+00        3.11e+02 
   167     4.175e+01       -5.06273e+00     8.95070e+02      -5.177872088e+00        -5.174895897e+00        3.13e+02 
   168     4.200e+01       -5.05703e+00     8.94791e+02      -5.176827317e+00        -5.174910864e+00        3.14e+02 
   169     4.225e+01       -5.08782e+00     8.96154e+02      -5.183902145e+00        -5.174980105e+00        3.16e+02 
   170     4.250e+01       -5.07001e+00     8.95309e+02      -5.183219517e+00        -5.175043013e+00        3.18e+02 
   171     4.275e+01       -5.08170e+00     8.95794e+02      -5.185156958e+00        -5.175119688e+00        3.20e+02 
   172     4.300e+01       -5.07672e+00     8.95527e+02      -5.172225498e+00        -5.175097918e+00        3.22e+02 
   173     4.325e+01       -5.04886e+00     8.94299e+02      -5.166467881e+00        -5.175033576e+00        3.23e+02 
   174     4.350e+01       -5.06467e+00     8.95049e+02      -5.173954830e+00        -5.175025587e+00        3.25e+02 
   175     4.375e+01       -5.06305e+00     8.94981e+02      -5.169877909e+00        -5.174987743e+00        3.27e+02 
   176     4.400e+01       -5.05355e+00     8.94578e+02      -5.171148621e+00        -5.174959738e+00        3.29e+02 
   177     4.425e+01       -5.06004e+00     8.94883e+02      -5.176444806e+00        -5.174970496e+00        3.30e+02 
   178     4.450e+01       -5.04411e+00     8.94160e+02      -5.179563981e+00        -5.175003507e+00        3.32e+02 
   179     4.475e+01       -5.07971e+00     8.95730e+02      -5.185140574e+00        -5.175075962e+00        3.34e+02 
   180     4.500e+01       -5.07425e+00     8.95439e+02      -5.179876002e+00        -5.175110016e+00        3.36e+02 
   181     4.525e+01       -5.07574e+00     8.95488e+02      -5.176621528e+00        -5.175120665e+00        3.38e+02 
   182     4.550e+01       -5.09145e+00     8.96190e+02      -5.177261491e+00        -5.175135653e+00        3.39e+02 
   183     4.575e+01       -5.07127e+00     8.95282e+02      -5.178917115e+00        -5.175161917e+00        3.41e+02 
   184     4.600e+01       -5.05634e+00     8.94602e+02      -5.168432850e+00        -5.175115538e+00        3.43e+02 
   185     4.625e+01       -5.05504e+00     8.94581e+02      -5.168241546e+00        -5.175068486e+00        3.45e+02 
   186     4.650e+01       -5.07872e+00     8.95674e+02      -5.180345510e+00        -5.175104405e+00        3.46e+02 
   187     4.675e+01       -5.09086e+00     8.96195e+02      -5.188467864e+00        -5.175194803e+00        3.48e+02 
   188     4.700e+01       -5.06114e+00     8.94806e+02      -5.184369264e+00        -5.175256353e+00        3.50e+02 
   189     4.725e+01       -5.06939e+00     8.95142e+02      -5.177796427e+00        -5.175273287e+00        3.52e+02 
   190     4.750e+01       -5.07418e+00     8.95356e+02      -5.181241842e+00        -5.175312822e+00        3.54e+02 
   191     4.775e+01       -5.07919e+00     8.95564e+02      -5.186170278e+00        -5.175384286e+00        3.55e+02 
   192     4.800e+01       -5.09021e+00     8.96021e+02      -5.189247627e+00        -5.175474983e+00        3.57e+02 
   193     4.825e+01       -5.05644e+00     8.94463e+02      -5.175825247e+00        -5.175477255e+00        3.59e+02 
   194     4.850e+01       -5.08630e+00     8.95817e+02      -5.192279226e+00        -5.175585734e+00        3.61e+02 
   195     4.875e+01       -5.06487e+00     8.94801e+02      -5.176734804e+00        -5.175593097e+00        3.63e+02 
   196     4.900e+01       -5.06918e+00     8.95011e+02      -5.174608531e+00        -5.175586827e+00        3.64e+02 
   197     4.925e+01       -5.07484e+00     8.95290e+02      -5.185983747e+00        -5.175652640e+00        3.66e+02 
   198     4.950e+01       -5.07480e+00     8.95261e+02      -5.180128375e+00        -5.175680792e+00        3.68e+02 
   199     4.975e+01       -5.05841e+00     8.94529e+02      -5.168998928e+00        -5.175639060e+00        3.70e+02 
   200     5.000e+01       -5.07024e+00     8.95109e+02      -5.173873445e+00        -5.175628094e+00        3.71e+02 
   201     5.025e+01       -5.05664e+00     8.94524e+02      -5.180501844e+00        -5.175658158e+00        3.73e+02 
   202     5.050e+01       -5.05448e+00     8.94420e+02      -5.173918604e+00        -5.175647494e+00        3.75e+02 
   203     5.075e+01       -5.06175e+00     8.94767e+02      -5.174882083e+00        -5.175642829e+00        3.77e+02 
   204     5.100e+01       -5.06299e+00     8.94838e+02      -5.182118272e+00        -5.175682061e+00        3.78e+02 
   205     5.125e+01       -5.06027e+00     8.94698e+02      -5.177868425e+00        -5.175695225e+00        3.80e+02 
   206     5.150e+01       -5.07440e+00     8.95333e+02      -5.182919206e+00        -5.175738492e+00        3.82e+02 
   207     5.175e+01       -5.06443e+00     8.94867e+02      -5.180614707e+00        -5.175767508e+00        3.84e+02 
   208     5.200e+01       -5.07353e+00     8.95266e+02      -5.184445291e+00        -5.175818863e+00        3.86e+02 
   209     5.225e+01       -5.07906e+00     8.95489e+02      -5.179579538e+00        -5.175840993e+00        3.87e+02 
   210     5.250e+01       -5.06327e+00     8.94782e+02      -5.174267154e+00        -5.175831793e+00        3.89e+02 
   211     5.275e+01       -5.05458e+00     8.94417e+02      -5.179247173e+00        -5.175851634e+00        3.91e+02 
   212     5.300e+01       -5.04424e+00     8.93954e+02      -5.183409490e+00        -5.175895264e+00        3.93e+02 
   213     5.325e+01       -5.07232e+00     8.95191e+02      -5.168487222e+00        -5.175852686e+00        3.95e+02 
   214     5.350e+01       -5.05353e+00     8.94399e+02      -5.167618169e+00        -5.175805670e+00        3.96e+02 
   215     5.375e+01       -5.06450e+00     8.94938e+02      -5.183422953e+00        -5.175848941e+00        3.98e+02 
   216     5.400e+01       -5.06953e+00     8.95136e+02      -5.177434425e+00        -5.175857898e+00        4.00e+02 
   217     5.425e+01       -5.04385e+00     8.93989e+02      -5.170665771e+00        -5.175828766e+00        4.02e+02 
   218     5.450e+01       -5.06740e+00     8.95075e+02      -5.175661568e+00        -5.175827832e+00        4.04e+02 
   219     5.475e+01       -5.05556e+00     8.94552e+02      -5.166665072e+00        -5.175776960e+00        4.06e+02 
   220     5.500e+01       -5.05217e+00     8.94446e+02      -5.176263743e+00        -5.175779647e+00        4.07e+02 
   221     5.525e+01       -5.06158e+00     8.94866e+02      -5.185909510e+00        -5.175835291e+00        4.09e+02 
   222     5.550e+01       -5.06627e+00     8.95031e+02      -5.174404538e+00        -5.175827473e+00        4.11e+02 
   223     5.575e+01       -5.05538e+00     8.94556e+02      -5.179615307e+00        -5.175848046e+00        4.13e+02 
   224     5.600e+01       -5.02548e+00     8.93206e+02      -5.171370980e+00        -5.175823897e+00        4.15e+02 
   225     5.625e+01       -5.05416e+00     8.94514e+02      -5.175924240e+00        -5.175824436e+00        4.16e+02 
   226     5.650e+01       -5.04747e+00     8.94217e+02      -5.168421492e+00        -5.175784887e+00        4.18e+02 
   227     5.675e+01       -5.06115e+00     8.94864e+02      -5.162583284e+00        -5.175714683e+00        4.20e+02 
   228     5.700e+01       -5.06560e+00     8.95122e+02      -5.171362685e+00        -5.175691656e+00        4.22e+02 
   229     5.725e+01       -5.07716e+00     8.95653e+02      -5.176297281e+00        -5.175694845e+00        4.24e+02 
   230     5.750e+01       -5.06218e+00     8.94972e+02      -5.181421153e+00        -5.175724822e+00        4.25e+02 
